brandCode,code,name,horsePower,fuelTypeCode,engineTypeCode,yearFrom,yearTo,isActive,source,needsReview
YANMAR,4LV250,4LV250,250,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,6LY400,6LY400,400,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,6LY440,6LY440,440,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,6LF530,6LF530,530,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,6LF550,6LF550,550,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,8LV320,8LV320,320,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,8LV350,8LV350,350,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,8LV370,8LV370,370,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
CUMMINS,QSB6_7_230,QSB6.7 230,230,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,QSB6_7_305,QSB6.7 305,305,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,QSB6_7_355,QSB6.7 355,355,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,QSB6_7_380,QSB6.7 380,380,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,QSB6_7_425,QSB6.7 425,425,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,QSB6_7_480,QSB6.7 480,480,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,QSB6_7_500,QSB6.7 500,500,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,QSB6_7_550,QSB6.7 550,550,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,QSC8_3_500,QSC8.3 500,500,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,QSC8_3_550,QSC8.3 550,550,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,QSC8_3_600,QSC8.3 600,600,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,QSL9_405,QSL9 405,405,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,QSL9_503,QSL9 503,503,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,QSL9_600,QSL9 600,600,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,QSL9_715,QSL9 715,715,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,QSM11_610,QSM11 610,610,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,QSM11_670,QSM11 670,670,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,QSM11_715,QSM11 715,715,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CATERPILLAR,C7_1_460,C7.1 460,460,DIESEL,INBOARD,,,True,https://www.cat.com/,False
CATERPILLAR,C7_1_510,C7.1 510,510,DIESEL,INBOARD,,,True,https://www.cat.com/,False
CATERPILLAR,C7_1_650,C7.1 650,650,DIESEL,INBOARD,,,True,https://www.cat.com/,False
CATERPILLAR,C8_7_600,C8.7 600,600,DIESEL,INBOARD,,,True,https://www.cat.com/,False
CATERPILLAR,C8_7_650,C8.7 650,650,DIESEL,INBOARD,,,True,https://www.cat.com/,False
CATERPILLAR,C8_7_700,C8.7 700,700,DIESEL,INBOARD,,,True,https://www.cat.com/,False
CATERPILLAR,C8_7_800,C8.7 800,800,DIESEL,INBOARD,,,True,https://www.cat.com/,False
CATERPILLAR,C12_9_800,C12.9 800,800,DIESEL,INBOARD,,,True,https://www.cat.com/,False
CATERPILLAR,C12_9_850,C12.9 850,850,DIESEL,INBOARD,,,True,https://www.cat.com/,False
CATERPILLAR,C12_9_1000,C12.9 1000,1000,DIESEL,INBOARD,,,True,https://www.cat.com/,False
CATERPILLAR,C18_1001,C18 1001,1001,DIESEL,INBOARD,,,True,https://www.cat.com/,False
CATERPILLAR,C18_1136,C18 1136,1136,DIESEL,INBOARD,,,True,https://www.cat.com/,False
CATERPILLAR,C18_1150,C18 1150,1150,DIESEL,INBOARD,,,True,https://www.cat.com/,False
CATERPILLAR,C32_1600,C32 1600,1600,DIESEL,INBOARD,,,True,https://www.cat.com/,False
CATERPILLAR,C32_1800,C32 1800,1800,DIESEL,INBOARD,,,True,https://www.cat.com/,False
CATERPILLAR,C32_1900,C32 1900,1900,DIESEL,INBOARD,,,True,https://www.cat.com/,False
MAN_ENGINES,I6_730,i6-730,730,DIESEL,INBOARD,,,True,https://www.man-engines.com/,False
MAN_ENGINES,I6_800,i6-800,800,DIESEL,INBOARD,,,True,https://www.man-engines.com/,False
MAN_ENGINES,V8_1000,V8-1000,1000,DIESEL,INBOARD,,,True,https://www.man-engines.com/,False
MAN_ENGINES,V8_1200,V8-1200,1200,DIESEL,INBOARD,,,True,https://www.man-engines.com/,False
MAN_ENGINES,V12_1400,V12-1400,1400,DIESEL,INBOARD,,,True,https://www.man-engines.com/,False
MAN_ENGINES,V12_1550,V12-1550,1550,DIESEL,INBOARD,,,True,https://www.man-engines.com/,False
MAN_ENGINES,V12_1650,V12-1650,1650,DIESEL,INBOARD,,,True,https://www.man-engines.com/,False
MAN_ENGINES,V12_1800,V12-1800,1800,DIESEL,INBOARD,,,True,https://www.man-engines.com/,False
MAN_ENGINES,V12_1900,V12-1900,1900,DIESEL,INBOARD,,,True,https://www.man-engines.com/,False
MAN_ENGINES,V12_2000,V12-2000,2000,DIESEL,INBOARD,,,True,https://www.man-engines.com/,False
MTU,8V_2000_M86,8V 2000 M86,1200,DIESEL,INBOARD,,,True,https://www.mtu-solutions.com/,False
MTU,10V_2000_M86,10V 2000 M86,1500,DIESEL,INBOARD,,,True,https://www.mtu-solutions.com/,False
MTU,12V_2000_M96,12V 2000 M96,1630,DIESEL,INBOARD,,,True,https://www.mtu-solutions.com/,False
MTU,16V_2000_M96,16V 2000 M96,2000,DIESEL,INBOARD,,,True,https://www.mtu-solutions.com/,False
MTU,10V_2000_M72,10V 2000 M72,1440,DIESEL,INBOARD,,,True,https://www.mtu-solutions.com/,False
MTU,8V_2000_M72,8V 2000 M72,1152,DIESEL,INBOARD,,,True,https://www.mtu-solutions.com/,False
SCANIA,DI13_070M,DI13 070M,550,DIESEL,INBOARD,,,True,https://www.scania.com/products-and-services/engines/marine/,False
SCANIA,DI13_080M,DI13 080M,650,DIESEL,INBOARD,,,True,https://www.scania.com/products-and-services/engines/marine/,False
SCANIA,DI13_087M,DI13 087M,700,DIESEL,INBOARD,,,True,https://www.scania.com/products-and-services/engines/marine/,False
SCANIA,DI16_070M,DI16 070M,700,DIESEL,INBOARD,,,True,https://www.scania.com/products-and-services/engines/marine/,False
SCANIA,DI16_083M,DI16 083M,900,DIESEL,INBOARD,,,True,https://www.scania.com/products-and-services/engines/marine/,False
SCANIA,DI16_090M,DI16 090M,1000,DIESEL,INBOARD,,,True,https://www.scania.com/products-and-services/engines/marine/,False
SCANIA,DI16_095M,DI16 095M,1150,DIESEL,INBOARD,,,True,https://www.scania.com/products-and-services/engines/marine/,False
JOHN_DEERE,POWERTECH_4045_99,PowerTech 4045 99,99,DIESEL,INBOARD,,,True,https://www.deere.com/en/marine-engines/,False
JOHN_DEERE,POWERTECH_4045_150,PowerTech 4045 150,150,DIESEL,INBOARD,,,True,https://www.deere.com/en/marine-engines/,False
JOHN_DEERE,POWERTECH_6068_250,PowerTech 6068 250,250,DIESEL,INBOARD,,,True,https://www.deere.com/en/marine-engines/,False
JOHN_DEERE,POWERTECH_6068_300,PowerTech 6068 300,300,DIESEL,INBOARD,,,True,https://www.deere.com/en/marine-engines/,False
JOHN_DEERE,POWERTECH_6090_375,PowerTech 6090 375,375,DIESEL,INBOARD,,,True,https://www.deere.com/en/marine-engines/,False
JOHN_DEERE,POWERTECH_6090_425,PowerTech 6090 425,425,DIESEL,INBOARD,,,True,https://www.deere.com/en/marine-engines/,False
FPT_INDUSTRIAL,N40_250,N40 250,250,DIESEL,INBOARD,,,True,https://www.fptindustrial.com/,False
FPT_INDUSTRIAL,N60_370,N60 370,370,DIESEL,INBOARD,,,True,https://www.fptindustrial.com/,False
FPT_INDUSTRIAL,N67_570,N67 570,570,DIESEL,INBOARD,,,True,https://www.fptindustrial.com/,False
FPT_INDUSTRIAL,C90_650,C90 650,650,DIESEL,INBOARD,,,True,https://www.fptindustrial.com/,False
FPT_INDUSTRIAL,CURSOR_9_570,Cursor 9 570,570,DIESEL,INBOARD,,,True,https://www.fptindustrial.com/,False
FPT_INDUSTRIAL,CURSOR_13_800,Cursor 13 800,800,DIESEL,INBOARD,,,True,https://www.fptindustrial.com/,False
FPT_INDUSTRIAL,CURSOR_16_1000,Cursor 16 1000,1000,DIESEL,INBOARD,,,True,https://www.fptindustrial.com/,False
NANNI_DIESEL,N2_10,N2.10,10,DIESEL,INBOARD,,,True,https://www.nannienergy.com/,False
NANNI_DIESEL,N3_21,N3.21,21,DIESEL,INBOARD,,,True,https://www.nannienergy.com/,False
NANNI_DIESEL,N3_30,N3.30,29,DIESEL,INBOARD,,,True,https://www.nannienergy.com/,False
NANNI_DIESEL,N4_38,N4.38,37,DIESEL,INBOARD,,,True,https://www.nannienergy.com/,False
NANNI_DIESEL,N4_50,N4.50,50,DIESEL,INBOARD,,,True,https://www.nannienergy.com/,False
NANNI_DIESEL,N4_60,N4.60,60,DIESEL,INBOARD,,,True,https://www.nannienergy.com/,False
NANNI_DIESEL,N4_65,N4.65,65,DIESEL,INBOARD,,,True,https://www.nannienergy.com/,False
NANNI_DIESEL,N4_80,N4.80,80,DIESEL,INBOARD,,,True,https://www.nannienergy.com/,False
NANNI_DIESEL,N4_100,N4.100,100,DIESEL,INBOARD,,,True,https://www.nannienergy.com/,False
NANNI_DIESEL,N4_115,N4.115,115,DIESEL,INBOARD,,,True,https://www.nannienergy.com/,False
NANNI_DIESEL,N5_250,N5.250,250,DIESEL,INBOARD,,,True,https://www.nannienergy.com/,False
NANNI_DIESEL,N6_280,N6.280,280,DIESEL,INBOARD,,,True,https://www.nannienergy.com/,False
NANNI_DIESEL,N6_380,N6.380,380,DIESEL,INBOARD,,,True,https://www.nannienergy.com/,False
VETUS,M2_06,M2.06,11,DIESEL,INBOARD,,,True,https://www.vetus.com/,False
VETUS,M2_18,M2.18,16,DIESEL,INBOARD,,,True,https://www.vetus.com/,False
VETUS,M3_29,M3.29,29,DIESEL,INBOARD,,,True,https://www.vetus.com/,False
VETUS,M4_45,M4.45,42,DIESEL,INBOARD,,,True,https://www.vetus.com/,False
VETUS,M4_56,M4.56,53,DIESEL,INBOARD,,,True,https://www.vetus.com/,False
VETUS,M4_65,M4.65,60,DIESEL,INBOARD,,,True,https://www.vetus.com/,False
VETUS,VF4_140,VF4.140,140,DIESEL,INBOARD,,,True,https://www.vetus.com/,False
VETUS,VF5_220,VF5.220,220,DIESEL,INBOARD,,,True,https://www.vetus.com/,False
VETUS,DEUTZ_DT44,DEUTZ DT44,140,DIESEL,INBOARD,,,True,https://www.vetus.com/,False
VETUS,DEUTZ_DT66,DEUTZ DT66,170,DIESEL,INBOARD,,,True,https://www.vetus.com/,False
STEYR_MOTORS,SE126,SE126,126,DIESEL,INBOARD,,,True,https://www.steyr-motors.com/,False
STEYR_MOTORS,SE156,SE156,156,DIESEL,INBOARD,,,True,https://www.steyr-motors.com/,False
STEYR_MOTORS,SE196,SE196,196,DIESEL,INBOARD,,,True,https://www.steyr-motors.com/,False
STEYR_MOTORS,SE236,SE236,236,DIESEL,INBOARD,,,True,https://www.steyr-motors.com/,False
STEYR_MOTORS,SE266,SE266,266,DIESEL,INBOARD,,,True,https://www.steyr-motors.com/,False
STEYR_MOTORS,SE286,SE286,286,DIESEL,INBOARD,,,True,https://www.steyr-motors.com/,False
STEYR_MOTORS,SE306,SE306,306,DIESEL,INBOARD,,,True,https://www.steyr-motors.com/,False
BETA_MARINE,BETA_14,Beta 14,14,DIESEL,INBOARD,,,True,https://www.betamarine.co.uk/,False
BETA_MARINE,BETA_16,Beta 16,16,DIESEL,INBOARD,,,True,https://www.betamarine.co.uk/,False
BETA_MARINE,BETA_20,Beta 20,20,DIESEL,INBOARD,,,True,https://www.betamarine.co.uk/,False
BETA_MARINE,BETA_25,Beta 25,25,DIESEL,INBOARD,,,True,https://www.betamarine.co.uk/,False
BETA_MARINE,BETA_30,Beta 30,30,DIESEL,INBOARD,,,True,https://www.betamarine.co.uk/,False
BETA_MARINE,BETA_35,Beta 35,35,DIESEL,INBOARD,,,True,https://www.betamarine.co.uk/,False
BETA_MARINE,BETA_38,Beta 38,38,DIESEL,INBOARD,,,True,https://www.betamarine.co.uk/,False
BETA_MARINE,BETA_43,Beta 43,43,DIESEL,INBOARD,,,True,https://www.betamarine.co.uk/,False
BETA_MARINE,BETA_50,Beta 50,50,DIESEL,INBOARD,,,True,https://www.betamarine.co.uk/,False
BETA_MARINE,BETA_60,Beta 60,60,DIESEL,INBOARD,,,True,https://www.betamarine.co.uk/,False
BETA_MARINE,BETA_75,Beta 75,75,DIESEL,INBOARD,,,True,https://www.betamarine.co.uk/,False
BETA_MARINE,BETA_85,Beta 85,85,DIESEL,INBOARD,,,True,https://www.betamarine.co.uk/,False
BETA_MARINE,BETA_90,Beta 90,90,DIESEL,INBOARD,,,True,https://www.betamarine.co.uk/,False
BETA_MARINE,BETA_105,Beta 105,105,DIESEL,INBOARD,,,True,https://www.betamarine.co.uk/,False
BETA_MARINE,BETA_115,Beta 115,115,DIESEL,INBOARD,,,True,https://www.betamarine.co.uk/,False
BETA_MARINE,BETA_150,Beta 150,150,DIESEL,INBOARD,,,True,https://www.betamarine.co.uk/,False
DOOSAN,L086_300,L086 300,300,DIESEL,INBOARD,,,True,https://www.doosanengine.com/,False
DOOSAN,V158_700,V158 700,700,DIESEL,INBOARD,,,True,https://www.doosanengine.com/,False
DOOSAN,V180_820,V180 820,820,DIESEL,INBOARD,,,True,https://www.doosanengine.com/,False
DOOSAN,V222_1000,V222 1000,1000,DIESEL,INBOARD,,,True,https://www.doosanengine.com/,False
DOOSAN,V260_1200,V260 1200,1200,DIESEL,INBOARD,,,True,https://www.doosanengine.com/,False
DOOSAN,4V222_1440,4V222 1440,1440,DIESEL,INBOARD,,,True,https://www.doosanengine.com/,False
BAUDOUIN,4W105_150,4W105 150,150,DIESEL,INBOARD,,,True,https://www.baudouin.com/,False
BAUDOUIN,6W105_250,6W105 250,250,DIESEL,INBOARD,,,True,https://www.baudouin.com/,False
BAUDOUIN,6M21_400,6M21 400,400,DIESEL,INBOARD,,,True,https://www.baudouin.com/,False
BAUDOUIN,6M26_600,6M26 600,600,DIESEL,INBOARD,,,True,https://www.baudouin.com/,False
BAUDOUIN,8M26_800,8M26 800,800,DIESEL,INBOARD,,,True,https://www.baudouin.com/,False
BAUDOUIN,12M26_1200,12M26 1200,1200,DIESEL,INBOARD,,,True,https://www.baudouin.com/,False
MERCURY_MARINE,MERCURY_DIESEL_3_0L_230,Mercury Diesel 3.0L 230,230,DIESEL,INBOARD,,,True,https://www.mercurymarine.com/,False
MERCURY_MARINE,MERCURY_DIESEL_4_2L_335,Mercury Diesel 4.2L 335,335,DIESEL,INBOARD,,,True,https://www.mercurymarine.com/,False
MERCURY_MARINE,MERCURY_DIESEL_4_2L_370,Mercury Diesel 4.2L 370,370,DIESEL,INBOARD,,,True,https://www.mercurymarine.com/,False
MERCURY_MARINE,MERCURY_DIESEL_6_7L_480,Mercury Diesel 6.7L 480,480,DIESEL,INBOARD,,,True,https://www.mercurymarine.com/,False
MERCURY_MARINE,MERCURY_DIESEL_6_7L_550,Mercury Diesel 6.7L 550,550,DIESEL,INBOARD,,,True,https://www.mercurymarine.com/,False
VOLVO_PENTA,D16_550,D16-550,550,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D16_650,D16-650,650,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D16_750,D16-750,750,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D16_900,D16-900,900,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D16_1000,D16-1000,1000,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
YANMAR,6AYM_WGT_900,6AYM-WGT 900,900,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,6AYM_WET_1080,6AYM-WET 1080,1080,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,6AYM_WST_1200,6AYM-WST 1200,1200,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,6HYM_WET_480,6HYM-WET 480,480,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
CUMMINS,X12_600,X12 600,600,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,X15_650,X15 650,650,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,X15_750,X15 750,750,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
CUMMINS,X15_800,X15 800,800,DIESEL,INBOARD,,,True,https://www.cummins.com/engines/marine,False
SCANIA,DI09_350M,DI09 350M,350,DIESEL,INBOARD,,,True,https://www.scania.com/products-and-services/engines/marine/,False
SCANIA,DI09_425M,DI09 425M,425,DIESEL,INBOARD,,,True,https://www.scania.com/products-and-services/engines/marine/,False
SCANIA,DI13_065M,DI13 065M,500,DIESEL,INBOARD,,,True,https://www.scania.com/products-and-services/engines/marine/,False
JOHN_DEERE,POWERTECH_4045_200,PowerTech 4045 200,200,DIESEL,INBOARD,,,True,https://www.deere.com/en/marine-engines/,False
JOHN_DEERE,POWERTECH_6068_350,PowerTech 6068 350,350,DIESEL,INBOARD,,,True,https://www.deere.com/en/marine-engines/,False
